"Key","Value"
"31485b7b-9d5c-45ad-80cc-4730f5bb8b33","Dooray! for Intune"
"8cd0d844-ae40-422d-a7c5-80798b2a02a6","RingCentral for Intune"
"db6cede5-28f2-4163-90ef-661f335b2434","Microsoft Authenticator"
"05620ead-c61c-4eb9-9653-e9c846b53ab8","Zero for Intune"
"34dce487-fa9c-455d-b8e0-54121c851be2","Microsoft Teams"
"e00ab48e-9a8f-47ef-a290-aa1d1c6e6042","Notate for Intune"
"7a006623-ba17-4471-8027-f71722ed1057","Board Papers"
"4d79d739-6372-4fa2-b2ba-48770fc767ca","Microsoft Dynamics 365"
"86c610a0-e1df-43d6-abcc-195e27dc3f70","CAPTOR"
"b7491d2a-c6e2-46d4-89de-f7cfc2ede441","Microsoft Copilot"
"2b3b809b-26f2-4c87-9654-2f962ec6e2b6","Akumina EXP"
"7b169b5d-ed11-439b-9637-5d71a43dc3d5","Trainings"
"8a905b8b-38ca-472f-98a3-7a4fccb19142","My Portal By MangoApps"
"6cdda2bf-f8ac-4781-a770-d6a888935088","Sunrise web site"
"fb572df0-2623-4dcd-b33b-25e1a3c695a3","iManage Work 10 For Intune"
"23b9713f-1c57-4cc2-8488-c5b167de7b90","PenPoint"
"0ed98897-a9c5-484e-b447-a95e085b6705","Qlik Sense Mobile"
"fd9e2dbb-c443-450f-b92a-5a3109aeda8e","Board.Vision"
"180e4b1f-d0c2-44c5-ae72-a882b056e730","Comfy"
"5d08db10-d538-43d0-bee3-016ce48b8fb4","Intapp 2.0"
"0a405bba-0249-4a06-a679-7e898769c5cd","Configure Language FR"
"90fcf31e-3a24-4848-8a4d-69086b864751","Adobe Acrobat Reader DC"
"36e184d8-49ef-4503-ada2-806324202cfa","Box for EMM"
"eef6d79a-602a-46c0-b024-b1a3c21b7597","MeteoSwiss"
"2d3c88d7-7d27-432f-b03c-c25cde7261ed","Azure Information Protection"
"ca59178e-093b-4916-baa2-f3609d292b96","Dynamics 365 Remote Assist"
"7bf4a0da-dcda-4d84-99c5-d4993bd61771","Contacts"
"3e630952-19b8-4af2-9f32-7cd4a3484be8","Dialpad"
"edddf2c8-9dab-4543-b279-3379193feee2","Senses"
"1544561a-d1b1-42f6-966d-a311dbe5d06b","Microsoft Power BI"
"517980cd-822a-4d5d-9ed8-1d19b5ff04cf","??Microsoft Copilot"
"c7618916-d663-465d-ad01-f59b6bc2e0de","KeePassium for Intune"
"b34ca31d-47f3-40cf-997f-40e8889bfdb1","Viva Engage"
"7b9c6cdc-5844-4aec-acb7-f9c0aede7807","Cerby"
"0b683bba-8375-44ac-b2fb-ca345e9e21c6","Skype for Business"
"d748ba06-c4ff-47ab-a5e2-05c5fa84cf9c","Webex for Intune"
"753f437b-abac-43f2-8daf-8c4098f0e2fd","Knox Service Plugin"
"6016f3d3-e33e-47ed-ba1f-f28dc9e01d72","Microsoft Dynamics 365 for phones"
"d3648e3f-343a-48c8-a608-08390e4760da","Dialpad"
"ec264a3d-7472-424e-a48c-db6d333aa5e6","Microsoft OneNote"
"a6087ce7-5ac7-4e87-a36a-c1aaaf3c9d8e","Secure Contacts"
"3b50239f-8d6b-4cd9-9e9e-8e36794b085c","Google Maps"
"39023cc7-bef9-44a9-992f-b69b7fe537d0","Microsoft OneNote: Save Notes"
"764a5cb0-46f2-4245-b291-a979663d7ff5","My Portal By MangoApps"
"de3eacff-0577-4d0a-b796-68ee45bc2d46","Microsoft 365 Admin"
"485992b0-7311-4221-afd5-f061c84e6f1f","Microsoft Outlook"
"fe6a2a55-af9b-4c3a-b8b5-78d1752b87c1","MangoApps, Work from Anywhere"
"1bb7941e-672e-4c75-bf44-319ee117569c","Hey DAN for Intune"
"f9f16a21-6c36-45d4-942f-671efb82dda2","Qlik Sense Mobile"
"59b39437-9458-41cd-86e2-ae3962c37e0b","Team Papers for Intune"
"8d1f855c-e7e0-4709-b3d3-0099456a62c4","Dooray! for Intune"
"a88a40d2-0b4d-40a6-8d88-c413058b06d7","Power Automate"
"1ba47a1b-074f-402b-b711-bde5c1d944e1","Microsoft Outlook"
"629efd92-8c31-4986-a2a8-262322b67d23","Camera"
"d96de6d8-856f-42f9-b0ac-291a59a5fe0c","M-Files for Intune"
"335e4eaa-b894-4110-abff-12972b5eac73","RICOH Spaces"
"37f831d5-a0af-4bde-8f94-cb17dbc97126","Outlook Groups"
"944aac39-578e-479f-981a-a8ae202de97a","Power Automate"
"ab18cdef-4166-4ea2-bc8b-766411b6161b","PrinterOn for Microsoft"
"c3bafa38-45a6-411d-896a-874dd5f5b40f","Box ? Cloud Content Management"
"b1f62720-3adf-471e-aeb7-1f5b72a54814","OneNote for Windows 10"
"90f3d3df-5cae-455e-a8f4-5ce13978f187","Microsoft Loop"
"634523f0-a122-4cb8-a506-7b21e20f1de5","Microsoft Kaizala"
"35b2bc50-5e63-4450-b73c-ace8825e32bf","Microsoft To Do: Lists & Tasks"
"35434797-975a-4546-9ca6-9910b08a70fc","Zoom Workplace"
"e9fa21c2-d352-45fe-a41a-842b0287344e","Slack for Intune"
"04540296-43b0-4150-87c3-0197de637549","ISEC7 Mobile Exchange Delegate"
"67dd2528-87d3-46e5-abf7-cbd8d3ae6614","Akumina EXP"
"3cc435b1-2ae1-4e60-9c18-d9b7dcbd20ec","Microsoft Stream"
"e5f8e7f1-9f47-488c-bd93-b7eaf7ac684d","Space Connect"
"203b920f-5ca8-46af-a4b3-6336bf5295c5","Microsoft Whiteboard"
"af4abf23-6291-42f8-abb6-652b6dbfdbcf","Office information"
"21249bdf-cf23-46f3-90a4-66b8a289e746","Microsoft Planner"
"42d69051-17c8-42e0-8c62-5a8223c24efb","Seismic"
"d33806d4-80da-4cef-9145-e0ca7d23003a","Calculator"
"c9bde381-a4c8-41b5-99b3-33405331869d","Outlook Groups"
"28c55464-3582-48d9-92f1-c4759e120156","Microsoft Invoicing"
"03199291-5645-4dd4-b59b-3682b8eeab54","Remote Desktop"
"960e473b-35a5-4544-ac41-88b4e2a6dc5e","Global Relay"
"f70b7dbc-a5c7-43e8-a628-795cd404d861","MultiLine for Intune"
"856708a6-1af5-4759-9d84-2842a84732bf","Microsoft OneDrive"
"0f7afd5d-cfea-43ed-9233-6de0969c3080","Configure Language DE"
"a46aefc4-b338-425e-8472-986a7de47d71","Global Relay"
"2c5d06a5-421b-485a-871b-e48f74257e58","RICOH Spaces V2"
"d0e487c1-c41c-434c-a345-6ec9e643a541","Microsoft Word"
"aa20ac6b-8ebe-4949-a486-935eb358b2c1","BuddyBoard"
"31c7bfc7-b747-4792-98b1-500f08a68b75","Microsoft Whiteboard"
"7038a0cd-8e80-44f6-b8d3-72a5fdf0c6e0","Voltage Mail"
"fc58b298-d415-4600-a140-ccb5870d852e","Board Papers for Intune"
"f8d68c83-d18c-4f88-a722-15472d0a194f","WhatsApp Messenger"
"be3b92c5-6bee-402c-93ee-075ece26c952","Skype for Business"
"2736fe75-e0da-499e-9b4a-acee8957ba1b","Managed Home Screen"
"81fb710a-3d22-478a-a0c0-9f96ebd74c71","Microsoft Office [HL]"
"3b912b76-5084-4c72-beba-efc0f55a42b0","Meetio"
"2e8902fd-c7b4-443d-b6a0-6baabc5f987a","LumApps for Intune"
"e3659a58-f7e9-4aeb-91d8-01fd45cf8d4c","Microsoft To-Do"
"57bdff5a-7c96-46ac-b329-3b888401d14f","Microsoft OneDrive"
"12a39364-bedf-40ac-999c-2dfe2633028a","Achievers"
"f33faa63-3b5b-4b28-add9-24d04a939b0d","MentorcliQ"
"785ab0b7-68dd-4c8f-9c7a-87ef694ca664","Microsoft 365 Apps Business"
"6a63d2ee-07be-4fe8-8d10-c9ed4a1c928e","MentorcliQ"
"f1d37c5e-d496-4ea5-9053-108c64005584","Leap Work for Intune"
"e07ac951-b03d-4377-92d3-90a87f0e5b14","Cortana"
"0858167f-2348-4457-b15f-b89020eb2795","Sunrise Mobile Network"
"a782bc88-9b14-40f6-9c20-24adbfc13e25","com.microsoft.stream"
"b9026791-45a0-4a9e-9e5b-002375537fdb","Idenprotect Go"
"40f6fb57-27a6-403d-b0d8-25882954f7d3","Tableau Mobile for Intune"
"4b5897fb-3fd1-48d7-b06e-db5ff1843b3a","myBLDNG"
"474227af-8fd4-4daa-9a69-7b297c3d5469","RICOH Spaces V2"
"e5a1d2b3-763e-414e-a76b-998796fa48d0","Microsoft Edge: Web Browser"
"6b8f19cc-16c3-40ad-9cb2-3ed5cd132ed9","Comfy"
"6b922c04-938e-479b-83d6-3c5553beb45a","Microsoft Dynamics 365 for tablets"
"8f788997-3942-4ba2-b43a-0d0447199e26","Microsoft Power BI"
"e995b9fc-123f-45ce-8cb3-5896431a176c","DealCloud"
"aae53f63-9dda-4bfc-b1d5-d68969f8c62b","Kofax Power PDF Mobile"
"a517a880-54bc-4bbc-b387-1130970879a7","Nine Work for Intune"
"48ca5392-df1f-4fde-be1e-a7ce3e10c5f6","Fuze Mobile for Intune"
"6c5fbf32-8cfe-4b37-beeb-6a20befb9f7b","Microsoft 365 (Office)"
"095f4d49-a909-4ca7-8eea-9aad181d6924","MultiLine for Intune"
"8fd43abd-59ed-4fb9-baa1-13b6db6b6848","Speaking Email"
"3b7072dd-a122-49ab-b7d4-e9d80dcb12da","Condeco"
"9c7359b9-a0a1-4764-9b8e-179051b7aabb","LiquidText"
"f4b54c1c-ae3f-4682-95f8-46a4f4ede3ae","F2 Touch Intune"
"d009a835-50f4-4c06-8ec0-c2ec621560b3","Condeco"
"bb5ec8cb-ac80-46af-afe4-c365168f6c76","Microsoft Outlook"
"65b56b36-20a9-4c66-a5a7-11532eedc8da","Microsoft Office [ROW]"
"7a7cebc5-6e3d-458a-8031-9f82df1508b5","CellTrust SL2? for Intune"
"24b2b486-ce82-479c-9068-febc354912d1","FactSet"
"40acaffb-d6e4-43c7-b3c2-702b8939fec2","Microsoft Word: Edit Documents"
"0f5661a8-c53c-4168-a9d4-00c4c79f7718","Microsoft Copilot"
"2316bdfb-1948-4fc2-8f40-138ce1197b93","Microsoft Translator"
"ab088f6d-d807-40bc-bab6-7b6435864ca3","Microsoft Whiteboard"
"576f5346-2972-48f2-b670-2a445c46e99d","Ivanti Secure Access Client"
"b38dea56-f810-4dbc-a442-7bbdd4199593","Tech Guide"
"b0104bed-f707-40d2-afd4-a93468ec5f71","Microsoft Defender: Security"
"29915eba-2827-4cec-befe-1f7bf47756a9","ServiceNow? Agent - Intune"
"9e7d7b57-fe33-46af-95c8-7cde5e2c1edb","MyQ Roger: OCR scanner PDF"
"45512954-bd28-42d1-abb5-2bef11bbc862","Microsoft Excel"
"69359139-c202-43dd-90d2-7260495824e2","Diligent Boards"
"3f13e830-11b9-4783-9206-384ca0544e0f","Webex for Intune"
"825e367b-2495-4d83-bdc1-c208d75ac877","Company Portal"
"78a251ae-ac9b-4d52-a620-1592cca064b2","Microsoft PowerPoint"
"7f213ec1-5ea0-493a-a579-ff7794105260","Microsoft Word"
"e2a11b0d-eb09-485e-9e0c-067df669fe8a","Google Chrome"
"0e000d4b-5ebe-40c1-afdb-f9a0e388062b","CiiMS GO"
"42402ef7-67ad-4746-bf56-38c3041cae16","Microsoft Excel"
"75759cad-5d0b-4013-b9db-5480a3534df1","ixArma 6"
"05d14132-b2d3-441d-913f-2a09e1b7effc","ArcGIS Indoors for Intune"
"15dede0d-5e39-4b4d-ab57-549514467b5d","VerityRMS"
"c3035a0c-67d2-4566-b717-52a73c753d2d","Varicent"
"8cd7ba0a-f16c-4568-b5d7-a60dd83bc66b","Microsoft Planner"
"66f5f88b-bf9f-405c-8330-24bf8aad59f3","Microsoft Lists"
"e581d130-0e2d-4007-9d54-fe7e46bfd2c9","Klaxoon for Intune"
"ce679eaf-109f-4382-8515-0758b89c5e9c","Intune Company Portal"
"497782fa-baeb-48a2-a6f4-1d815884563f","HowNow"
"d9f1eb77-d85a-46d6-b225-509c6afffd65","Confidential File Viewer"
"5e7f59e7-de41-407b-b773-5492d6c4e5f1","Messages"
"6f365a1d-0f1e-4663-8a4b-0609ef3307d3","PrinterOn Print"
"0417d3cf-ae23-45a8-92de-22cd1ffb0af6","Microsoft Intune"
"f0044f0d-4066-40b0-ba19-9355b530d949","Mobile Work Orders"
"60303d30-d9b1-4740-9dc7-d33e7a8057cc","Atom Edge"
"0a037ee4-ff47-42a1-b9e9-921b6aaea0c6","Island Enterprise Browser"
"9071c67f-3a7c-4750-92e4-9bc30f05da90","Dynamics 365 Remote Assist"
"64ee3e5b-0ef7-4018-88e0-e100308b97ee","Microsoft Teams"
"800bcb27-440c-4969-826b-11d559b32fed","CAPTOR"
"156859fe-1251-45af-beb5-7f3251a87121","Bob HR"
"1664ad96-28e0-4853-96e5-1335a55f7629","Unique Moments"
"98d28212-40be-4019-b653-562273c6f2d0","HowNow"
"32fa2fbd-4bdc-4f33-809b-a1c0e25d263f","Microsoft StaffHub"
"b4ee73c2-6325-4b33-9142-f4e256683197","BlueJeans Video Conferencing"
"85da2855-980e-4cdf-99ae-db16e98fefaa","Confidential File Viewer"
"e52cc497-e9ae-4241-8d1c-3314a7c1e0ea","Microsoft Connections"
"779b5354-7a90-436f-94fd-ecaa326ab395","Egnyte for Intune"
"89a9f577-1917-4925-a150-c544e2f81d60","Azure Information Protection"
"bd78db0f-8ef3-4aa7-927a-e9cdf2ac4823","Work Folders"
"e99b3fa3-973f-4c11-a8a3-1bec59282a0f","Bob HR"
"93c446a2-01f6-4b46-a966-89088b33b60a","Cortana"
"1caa3dec-45af-47ac-95be-66fcd81dafe2","Microsoft Word"
"864d6a0d-a823-4fd2-8f40-17c1bc55a54f","Cinebody"
"e00306da-363f-4610-a3b6-72365a8769f4","Intune Company Portal"
"ed092c80-2f9f-4943-b0eb-8952f85e8a05","M-Files for Intune"
"af3b357d-e4b4-49b5-98a7-068876e3cbf1","Microsoft Authenticator"
"206a05ce-8e3d-4f44-b5a0-0fa961d6f8d8","Microsoft Teams Desktop Client"
"7c7e7539-9bd3-46ae-9f8f-fc2aaa447ab5","Hearsay Relate for Intune"
"bcd043a2-dcc7-4a96-bc21-75b19752aa41","Naso Mobile"
"2a753bba-78ec-470b-9f35-84c6b29940ab","Vbrick Mobile"
"30adba99-bf4c-40d5-a3e6-6c2eb2549ea4","Teams New"
"1d82caad-e0ec-4c20-b3e9-483ddbf34504","Asana: Work in one place"
"6e68af23-fa7f-424a-8c25-3ae827251bed","CellTrust SL2? for Intune"
"2fa39d67-6c1b-497f-8f99-018455fb8f9e","Vera for Intune"
"eed1283a-a418-4691-858f-4adfcd3f19e3","Google Translate"
"4bb80a15-dad9-40a6-9dcc-ea8cf4fb9f09","PowerPoint Mobile"
"c73ecec8-ad62-4efc-b0bc-e2d61d33ab3d","Microsoft Lists"
"8b9dd924-d436-4785-9212-cafd9cc2d175","myBLDNG"
"07eebfd7-7a6e-4488-a487-c4cf62460414","Microsoft Launcher"
"c1c30ec7-4268-4c60-ba42-137ec46aff0d","Power Automate"
"817758a8-51d2-4168-939a-698c06e6b57e","Microsoft Power BI"
"0889a6ef-265a-48a1-a4bf-645d47d5b40c","Leap Work for Intune"
"e57b7a9e-f95b-4eda-a539-df6b82fa7f7f","Voltage SecureMail"
"41fbe151-9e36-4269-afb1-0351bb8b9613","Microsoft PowerPoint"
"57fcd4ff-5a1b-4222-8609-17de9bc3266f","Microsoft To-Do"
"08080b9f-6b8b-45a9-98d2-d564fb3d91f5","Microsoft OneDrive"
"2988dd53-7ed5-427c-850f-1288cf0b43cf","Firefox Fast & Private Browser"
"2a287fef-6758-458c-a40c-77266ab65a09","My Files"
"d6660bc2-30b7-4771-ba3b-4c631b9091db","Kiosk Browser"
"114bb64e-2f72-4a9e-944e-3c01ba32bd54","Microsoft Connections"
"b4250576-4453-417a-b87c-236ab47fd6ec","Telegram"
"be3ac9b0-3ac9-4670-97aa-33f2ee7fc682","Cisco Jabber for Intune"
"ee6dfbc6-ae16-4cb6-92a8-51c008021657","Hearsay Relate for Intune"
"5bd5d89e-5c6b-482c-a5c3-7bbb934671f4","Unique Moments"
"ab39e2fb-eb60-4f88-acc2-2b66a45acd12","Microsoft Dynamics 365 for phones"
"a79f0e5b-04f7-499f-accf-2e599f41edf9","iBabs For Intune"
"0d5db95b-cbb8-4929-8626-fbfebee9e1a6","YouTube"
"a8bbd804-c699-4f2d-a4e8-58770389b2b6","Fuze Mobile for Intune"
"97aa7b7b-e13a-4956-b626-6a8279e790d8","PrinterOn Print"
"ae1037dc-d37d-4af6-83a4-320696bcea5c","Microsoft Lens"
"a9b97d5c-a3f8-413a-868c-8e98ebff1f92","CiiMS GO"
"07228875-81df-4fb5-8885-f4d5f717a65c","Install fr-CH language"
"47e5d524-8ae4-41be-ac93-3fbd700ec2fd","Re:Work Enterprise"
"e5387211-ea34-4b4b-929a-1bd734fbff0f","Microsoft Defender Endpoint"
"3b2a5200-272e-419f-a2a9-ac5b22c24632","Microsoft SharePoint"
"e9d0fdfe-c1ec-4a4e-9629-8145f3121e04","Slack for Intune"
"6909fdf4-fa2c-4294-9d53-4b14848c1e0c","Seismic"
"8429b814-37ce-46f6-8fb3-078154499b99","FactSet"
"6904467e-3e41-4535-a482-b54efc4c2319","ArchXtract"
"c3d7810b-6c77-476a-8864-82c21787696e","Microsoft OneDrive"
"778118e1-45a1-4e56-94bf-6afab653be35","LyncWizard Teams Wizard"
"06d37796-751c-4827-bee8-c61041091147","Firstup - Intune"
"86811324-ea2b-4d6a-bc86-0066427ab0bc","Microsoft Loop"
"2827397b-999d-45e9-9250-3326906f5159","ePRINTit SaaS"
"a2c7f55a-08f4-42e3-b08b-d344869ec934","F2 Manager - Intune"
"17c10288-94ec-4860-ae7d-1be529e249e3","Microsoft PowerPoint"
"b7ac639d-9ffa-4b3c-be4e-0251055f3971","Omnipresence Go"
"149c7646-6213-416b-8ec4-8ffb231239fb","Citrix ShareFile for Intune"
"c20e2afb-47fb-45f3-8728-79d374526c80","ISEC7 MED for Intune"
"4bbd0eeb-5580-4954-afb0-6a82216e6f10","Meetings by Decisions"
"98251695-a526-4fdb-839f-695b2541074d","F2 Touch Intune"
"779633de-33fc-4327-aaf0-0e67d18df566","Cerby"
"19e7b326-333d-4f5e-bf8f-f23bffbfe111","Breezy for Intune"
"51922921-c0e3-4595-bc31-8b1cc0f736ef","Space Connect"
"bac4fe3b-afaa-45ec-b66e-9ffe3abf3e11","Word Mobile"
"828466a9-955e-4d12-a035-c1dda9e7991d","Microsoft Edge: AI browser"
"ac17910d-f836-4b9b-9a3f-30ca83d22617","ISEC7 Mobile Exchange Delegate for Intune"
"a7335444-2a07-490d-a9e5-5d76bc863ec9","Microsoft OneNote"
"c06f5816-9671-42d6-807d-0cca3e0b49a0","Microsoft Remote Desktop"
"b23f67da-c78f-4c2b-b9ca-356dc5d5126c","MyITOps for Intune"
"f6814bf3-5c2c-457f-b5f3-e49bb588ea0f","Incorta (BestBuy)"
"72a666e2-cc87-46aa-91d0-08a587478e6d","Varicent"
"93290a41-1fe5-4912-925f-94ec6e491864","MURAL - Visual Collaboration"
"c7c18f3e-995c-4588-bc0a-eceb9bf52b08","Dynamics 365 Sales"
"43d5061f-31ab-4df6-b316-8a51e8f11ce9","Microsoft Edge"
"e3826d58-18cf-40f6-82c8-f4a96d8923d8","FleetSafer"
"d05acbab-e63f-4941-a41c-66fec9568500","Microsoft Lists"
"b20a4304-0e27-4b3f-bbff-6a612164df50","Microsoft SharePoint"
"f1709fc8-bd2c-4ad1-86a8-35b9c5b5d144","Microsoft Launcher"
"5fdb324c-3ec6-4697-aaf0-7db9d6be115c","Naso Mobile"
"4027e327-72eb-4f33-9550-550c58ccc93e","MangoApps, Work from Anywhere"
"a6e359b7-7238-4673-819f-936ec7eaf82f","Microsoft 365 Apps"
"f6eab72e-6618-4863-af14-9612c0edf732","VLC for Android"
"ca6553a6-faa4-4bff-8e42-245613aa351f","Notate for Intune"
"f79eecdc-98f7-4d1c-82bf-e2d24cb08346","Microsoft 365 Admin"
"0acd6b2d-8375-4a6b-920a-7d91e3165233","MyQ Roger: OCR scanner PDF"
"7c5efff2-d3cf-401a-8594-5a19493906ad","Phone"
"eedc0aeb-ec3f-4d32-aa7e-7036265c2007","Adobe Acrobat Reader for Intune (Deprecated)"
"d2d2b309-7695-48fc-a527-0de77d969ce7","PrinterOn for Microsoft"
"417e4ebe-51be-4b88-8f97-578c3cae3d4d","Remote Desktop"
"8ae13daf-1b9e-4633-ba46-c4e9387ff6cf","Dashflow for InTune"
"21bc5d29-c597-4f5a-bda0-3c8e3981932d","Microsoft Invoicing"
"7ccdba51-8350-45c8-b44b-085d4a68f711","Install it-CH language"
"60bcd2d4-a512-42d7-81f9-2234502f08ae","ePRINTit SaaS"
"c23a8c98-8941-405a-a37e-839466b062d7","SBB Mobile"
"e1e3f8e1-c21b-4801-8d65-03980a4f94de","Achievers"
"70d1603f-5bc1-4b93-84ae-2699bbb138e0","LumApps for Intune"
"79875123-c7b4-4732-a244-e91614f9319e","Cisco Jabber for Intune"
"fa529623-547e-49fd-9b3a-c146909e8b41","Microsoft StaffHub"
"df3b5c6e-2033-44a8-9c4c-3d340aefbd5c","Microsoft 365 (Office)"
"517f96f5-024c-44e2-be17-425b59ccba51","Now? Mobile - Intune"
"b30ea6f0-fde7-4e42-a783-e2a34ec37e5e","Actualit?s de la cantine"
"8bd9788e-dca6-4efa-8442-114eb493d92b","Nexis Newsdesk? Mobile"
"067fb643-cd78-4706-add2-8b7d1685e1a7","Settings"
